idx,full_addr,legal_cd,fclt_nm,fclt_addr,fclt_type
704,대구광역시 달성군 화원읍,2771025000,매곡,대구광역시 달성군,지방
705,대구광역시 동구 각산동,2714012300,고산,대구광역시 수성구,광역
706,대구광역시 동구 검사동,2714011000,고산,대구광역시 수성구,광역
707,대구광역시 동구 괴전동,2714012600,고산,대구광역시 수성구,광역
708,대구광역시 동구 금강동,2714012700,고산,대구광역시 수성구,광역
709,대구광역시 동구 내곡동,2714013100,고산,대구광역시 수성구,광역
710,대구광역시 동구 내동,2714014000,고산,대구광역시 수성구,광역
711,대구광역시 동구 능성동,2714013200,고산,대구광역시 수성구,광역
712,대구광역시 동구 대림동,2714012800,고산,대구광역시 수성구,광역
713,대구광역시 동구 덕곡동,2714014400,고산,대구광역시 수성구,광역
714,대구광역시 동구 도동,2714010700,고산,대구광역시 수성구,광역
715,대구광역시 동구 도학동,2714013400,고산,대구광역시 수성구,광역
716,대구광역시 동구 동내동,2714012500,고산,대구광역시 수성구,광역
717,대구광역시 동구 동호동,2714011600,고산,대구광역시 수성구,광역
718,대구광역시 동구 둔산동,2714011200,고산,대구광역시 수성구,광역
719,대구광역시 동구 매여동,2714012200,고산,대구광역시 수성구,광역
720,대구광역시 동구 미곡동,2714013600,고산,대구광역시 수성구,광역
721,대구광역시 동구 미대동,2714013900,고산,대구광역시 수성구,광역
722,대구광역시 동구 방촌동,2714011100,고산,대구광역시 수성구,광역
723,대구광역시 동구 백안동,2714013500,고산,대구광역시 수성구,광역
724,대구광역시 동구 봉무동,2714010500,고산,대구광역시 수성구,광역
725,대구광역시 동구 부동,2714011300,고산,대구광역시 수성구,광역
726,대구광역시 동구 불로동,2714010600,고산,대구광역시 수성구,광역
727,대구광역시 동구 사복동,2714012900,고산,대구광역시 수성구,광역
728,대구광역시 동구 상매동,2714012100,고산,대구광역시 수성구,광역
729,대구광역시 동구 서호동,2714011500,고산,대구광역시 수성구,광역
730,대구광역시 동구 송정동,2714014300,고산,대구광역시 수성구,광역
731,대구광역시 동구 숙천동,2714013000,고산,대구광역시 수성구,광역
732,대구광역시 동구 신기동,2714011700,고산,대구광역시 수성구,광역
733,대구광역시 동구 신무동,2714013800,고산,대구광역시 수성구,광역
734,대구광역시 동구 신서동,2714012400,고산,대구광역시 수성구,광역
735,대구광역시 동구 신암동,2714010100,고산,대구광역시 수성구,광역
736,대구광역시 동구 신용동,2714014100,고산,대구광역시 수성구,광역
737,대구광역시 동구 신천동,2714010200,고산,대구광역시 수성구,광역
738,대구광역시 동구 신평동,2714011400,고산,대구광역시 수성구,광역
739,대구광역시 동구 용계동,2714011900,고산,대구광역시 수성구,광역
740,대구광역시 동구 용수동,2714013700,고산,대구광역시 수성구,광역
741,대구광역시 동구 율암동,2714012000,고산,대구광역시 수성구,광역
742,대구광역시 동구 율하동,2714011800,고산,대구광역시 수성구,광역
743,대구광역시 동구 입석동,2714010900,고산,대구광역시 수성구,광역
744,대구광역시 동구 중대동,2714014200,고산,대구광역시 수성구,광역
745,대구광역시 동구 지묘동,2714014500,고산,대구광역시 수성구,광역
746,대구광역시 동구 지저동,2714010800,고산,대구광역시 수성구,광역
747,대구광역시 동구 진인동,2714013300,고산,대구광역시 수성구,광역
748,대구광역시 동구 평광동,2714010400,고산,대구광역시 수성구,광역
749,대구광역시 동구 효목동,2714010300,고산,대구광역시 수성구,광역
750,대구광역시 북구 검단동,2723011300,매곡,대구광역시 달성군,지방
751,대구광역시 북구 고성동1가,2723010300,매곡,대구광역시 달성군,지방
752,대구광역시 북구 고성동2가,2723010400,매곡,대구광역시 달성군,지방
753,대구광역시 북구 고성동3가,2723010500,매곡,대구광역시 달성군,지방
754,대구광역시 북구 관음동,2723012500,매곡,대구광역시 달성군,지방
755,대구광역시 북구 구암동,2723012300,매곡,대구광역시 달성군,지방
756,대구광역시 북구 국우동,2723012200,매곡,대구광역시 달성군,지방
757,대구광역시 북구 금호동,2723012900,매곡,대구광역시 달성군,지방
758,대구광역시 북구 노곡동,2723011700,매곡,대구광역시 달성군,지방
759,대구광역시 북구 노원동1가,2723010700,매곡,대구광역시 달성군,지방
760,대구광역시 북구 노원동2가,2723010800,매곡,대구광역시 달성군,지방
761,대구광역시 북구 노원동3가,2723010900,매곡,대구광역시 달성군,지방
762,대구광역시 북구 대현동,2723011000,매곡,대구광역시 달성군,지방
763,대구광역시 북구 도남동,2723012100,매곡,대구광역시 달성군,지방
764,대구광역시 북구 동변동,2723011400,매곡,대구광역시 달성군,지방
765,대구광역시 북구 동천동,2723012400,매곡,대구광역시 달성군,지방
766,대구광역시 북구 동호동,2723011900,매곡,대구광역시 달성군,지방
767,대구광역시 북구 매천동,2723012700,매곡,대구광역시 달성군,지방
768,대구광역시 북구 복현동,2723011200,매곡,대구광역시 달성군,지방
769,대구광역시 북구 사수동,2723013000,매곡,대구광역시 달성군,지방
770,대구광역시 북구 산격동,2723011100,매곡,대구광역시 달성군,지방
771,대구광역시 북구 서변동,2723011500,매곡,대구광역시 달성군,지방
772,대구광역시 북구 연경동,2723013100,매곡,대구광역시 달성군,지방
773,대구광역시 북구 읍내동,2723011800,매곡,대구광역시 달성군,지방
774,대구광역시 북구 조야동,2723011600,매곡,대구광역시 달성군,지방
775,대구광역시 북구 칠성동1가,2723010100,매곡,대구광역시 달성군,지방
776,대구광역시 북구 칠성동2가,2723010200,매곡,대구광역시 달성군,지방
777,대구광역시 북구 침산동,2723010600,매곡,대구광역시 달성군,지방
778,대구광역시 북구 태전동,2723012600,매곡,대구광역시 달성군,지방
779,대구광역시 북구 팔달동,2723012800,매곡,대구광역시 달성군,지방
780,대구광역시 북구 학정동,2723012000,매곡,대구광역시 달성군,지방
781,대구광역시 서구 내당동,2717010100,매곡,대구광역시 달성군,지방
782,대구광역시 서구 비산동,2717010200,매곡,대구광역시 달성군,지방
783,대구광역시 서구 상리동,2717010400,매곡,대구광역시 달성군,지방
784,대구광역시 서구 원대동1가,2717010700,매곡,대구광역시 달성군,지방
785,대구광역시 서구 원대동2가,2717010800,매곡,대구광역시 달성군,지방
786,대구광역시 서구 원대동3가,2717010900,매곡,대구광역시 달성군,지방
787,대구광역시 서구 이현동,2717010600,매곡,대구광역시 달성군,지방
788,대구광역시 서구 중리동,2717010500,매곡,대구광역시 달성군,지방
789,대구광역시 서구 평리동,2717010300,매곡,대구광역시 달성군,지방
790,대구광역시 수성구 가천동,2726012600,고산,대구광역시 수성구,광역
791,대구광역시 수성구 고모동,2726012500,고산,대구광역시 수성구,광역
792,대구광역시 수성구 노변동,2726012000,고산,대구광역시 수성구,광역
793,대구광역시 수성구 대흥동,2726012700,고산,대구광역시 수성구,광역
794,대구광역시 수성구 두산동,2726011100,가창,대구광역시 수성구,지방
795,대구광역시 수성구 만촌동,2726010200,고산,대구광역시 수성구,광역
796,대구광역시 수성구 매호동,2726011500,고산,대구광역시 수성구,광역
797,대구광역시 수성구 범물동,2726011300,가창,대구광역시 수성구,지방
798,대구광역시 수성구 범어동,2726010100,가창,대구광역시 수성구,지방
799,대구광역시 수성구 사월동,2726011700,고산,대구광역시 수성구,광역
800,대구광역시 수성구 삼덕동,2726012200,고산,대구광역시 수성구,광역
801,대구광역시 수성구 상동,2726010900,가창,대구광역시 수성구,지방
802,대구광역시 수성구 성동,2726011600,고산,대구광역시 수성구,광역
803,대구광역시 수성구 수성동1가,2726010300,고산,대구광역시 수성구,광역
804,대구광역시 수성구 수성동2가,2726010400,고산,대구광역시 수성구,광역
805,대구광역시 수성구 수성동3가,2726010500,고산,대구광역시 수성구,광역
806,대구광역시 수성구 수성동4가,2726010600,고산,대구광역시 수성구,광역
807,대구광역시 수성구 시지동,2726011400,고산,대구광역시 수성구,광역
808,대구광역시 수성구 신매동,2726011800,고산,대구광역시 수성구,광역
809,대구광역시 수성구 연호동,2726012300,고산,대구광역시 수성구,광역
810,대구광역시 수성구 욱수동,2726011900,고산,대구광역시 수성구,광역
811,대구광역시 수성구 이천동,2726012400,고산,대구광역시 수성구,광역
812,대구광역시 수성구 중동,2726010800,고산,대구광역시 수성구,광역
813,대구광역시 수성구 지산동,2726011200,가창,대구광역시 수성구,지방
814,대구광역시 수성구 파동,2726011000,가창,대구광역시 수성구,지방
815,대구광역시 수성구 황금동,2726010700,가창,대구광역시 수성구,지방
816,대구광역시 중구 계산동1가,2711013800,매곡,대구광역시 달성군,지방
817,대구광역시 중구 계산동2가,2711013900,매곡,대구광역시 달성군,지방
818,대구광역시 중구 공평동,2711012200,매곡,대구광역시 달성군,지방
819,대구광역시 중구 교동,2711012500,매곡,대구광역시 달성군,지방
820,대구광역시 중구 남산동,2711015600,매곡,대구광역시 달성군,지방
821,대구광역시 중구 남성로,2711013700,매곡,대구광역시 달성군,지방
822,대구광역시 중구 남일동,2711011700,매곡,대구광역시 달성군,지방
823,대구광역시 중구 달성동,2711015500,매곡,대구광역시 달성군,지방
824,대구광역시 중구 대봉동,2711015700,매곡,대구광역시 달성군,지방
825,대구광역시 중구 대신동,2711015400,매곡,대구광역시 달성군,지방
826,대구광역시 중구 대안동,2711014700,매곡,대구광역시 달성군,지방
827,대구광역시 중구 덕산동,2711011200,매곡,대구광역시 달성군,지방
828,대구광역시 중구 도원동,2711012900,매곡,대구광역시 달성군,지방
829,대구광역시 중구 동문동,2711012000,매곡,대구광역시 달성군,지방
830,대구광역시 중구 동산동,2711014000,매곡,대구광역시 달성군,지방
831,대구광역시 중구 동성로1가,2711014800,매곡,대구광역시 달성군,지방
832,대구광역시 중구 동성로2가,2711012300,매곡,대구광역시 달성군,지방
833,대구광역시 중구 동성로3가,2711011900,매곡,대구광역시 달성군,지방
834,대구광역시 중구 동인동1가,2711010100,매곡,대구광역시 달성군,지방
835,대구광역시 중구 동인동2가,2711010200,매곡,대구광역시 달성군,지방
836,대구광역시 중구 동인동3가,2711010300,매곡,대구광역시 달성군,지방
837,대구광역시 중구 동인동4가,2711010400,매곡,대구광역시 달성군,지방
838,대구광역시 중구 동일동,2711011600,매곡,대구광역시 달성군,지방
839,대구광역시 중구 문화동,2711012100,매곡,대구광역시 달성군,지방
840,대구광역시 중구 봉산동,2711010800,매곡,대구광역시 달성군,지방
841,대구광역시 중구 북내동,2711015300,매곡,대구광역시 달성군,지방
842,대구광역시 중구 북성로1가,2711015000,매곡,대구광역시 달성군,지방
843,대구광역시 중구 북성로2가,2711014600,매곡,대구광역시 달성군,지방
844,대구광역시 중구 사일동,2711011500,매곡,대구광역시 달성군,지방
845,대구광역시 중구 삼덕동1가,2711010500,매곡,대구광역시 달성군,지방
846,대구광역시 중구 삼덕동2가,2711010600,매곡,대구광역시 달성군,지방
847,대구광역시 중구 삼덕동3가,2711010700,매곡,대구광역시 달성군,지방
848,대구광역시 중구 상덕동,2711012700,매곡,대구광역시 달성군,지방
849,대구광역시 중구 상서동,2711011000,매곡,대구광역시 달성군,지방
850,대구광역시 중구 서내동,2711014500,매곡,대구광역시 달성군,지방
851,대구광역시 중구 서문로1가,2711014400,매곡,대구광역시 달성군,지방
852,대구광역시 중구 서문로2가,2711014100,매곡,대구광역시 달성군,지방
853,대구광역시 중구 서성로1가,2711013400,매곡,대구광역시 달성군,지방
854,대구광역시 중구 서성로2가,2711014200,매곡,대구광역시 달성군,지방
855,대구광역시 중구 서야동,2711013300,매곡,대구광역시 달성군,지방
856,대구광역시 중구 수동,2711011100,매곡,대구광역시 달성군,지방
857,대구광역시 중구 수창동,2711013000,매곡,대구광역시 달성군,지방
858,대구광역시 중구 시장북로,2711013500,매곡,대구광역시 달성군,지방
859,대구광역시 중구 완전동,2711012800,매곡,대구광역시 달성군,지방
860,대구광역시 중구 용덕동,2711012600,매곡,대구광역시 달성군,지방
861,대구광역시 중구 인교동,2711013200,매곡,대구광역시 달성군,지방
862,대구광역시 중구 장관동,2711010900,매곡,대구광역시 달성군,지방
863,대구광역시 중구 전동,2711011800,매곡,대구광역시 달성군,지방
864,대구광역시 중구 종로1가,2711011300,매곡,대구광역시 달성군,지방
865,대구광역시 중구 종로2가,2711011400,매곡,대구광역시 달성군,지방
866,대구광역시 중구 태평로1가,2711012400,매곡,대구광역시 달성군,지방
867,대구광역시 중구 태평로2가,2711014900,매곡,대구광역시 달성군,지방
868,대구광역시 중구 태평로3가,2711013100,매곡,대구광역시 달성군,지방
869,대구광역시 중구 포정동,2711014300,매곡,대구광역시 달성군,지방
870,대구광역시 중구 하서동,2711013600,매곡,대구광역시 달성군,지방
871,대구광역시 중구 향촌동,2711015200,매곡,대구광역시 달성군,지방
872,대구광역시 중구 화전동,2711015100,매곡,대구광역시 달성군,지방
873,인천광역시 강화군 강화읍,2871025000,강화,인천광역시 강화군,지방
874,인천광역시 강화군 교동면,2871040000,강화,인천광역시 강화군,지방
875,인천광역시 강화군 길상면,2871033000,강화,인천광역시 강화군,지방
876,인천광역시 강화군 내가면,2871036000,강화,인천광역시 강화군,지방
877,인천광역시 강화군 불은면,2871032000,강화,인천광역시 강화군,지방
878,인천광역시 강화군 삼산면,2871041000,강화,인천광역시 강화군,지방
879,인천광역시 강화군 서도면,2871042000,강화,인천광역시 강화군,지방
880,인천광역시 강화군 선원면,2871031000,강화,인천광역시 강화군,지방
881,인천광역시 강화군 송해면,2871039000,강화,인천광역시 강화군,지방
882,인천광역시 강화군 양도면,2871035000,강화,인천광역시 강화군,지방
883,인천광역시 강화군 양사면,2871038000,강화,인천광역시 강화군,지방
884,인천광역시 강화군 하점면,2871037000,강화,인천광역시 강화군,지방
885,인천광역시 강화군 화도면,2871034000,강화,인천광역시 강화군,지방
886,인천광역시 계양구 갈현동,2824511900,부평,인천광역시,지방
887,인천광역시 계양구 계산동,2824510200,부평,인천광역시,지방
888,인천광역시 계양구 귤현동,2824511100,부평,인천광역시,지방
889,인천광역시 계양구 노오지동,2824511500,부평,인천광역시,지방
890,인천광역시 계양구 다남동,2824512200,부평,인천광역시,지방
891,인천광역시 계양구 동양동,2824511000,부평,인천광역시,지방
892,인천광역시 계양구 둑실동,2824512000,부평,인천광역시,지방
893,인천광역시 계양구 목상동,2824512100,부평,인천광역시,지방
894,인천광역시 계양구 박촌동,2824510900,부평,인천광역시,지방
895,인천광역시 계양구 방축동,2824510800,부평,인천광역시,지방
896,인천광역시 계양구 병방동,2824510700,부평,인천광역시,지방
897,인천광역시 계양구 상야동,2824511200,부평,인천광역시,지방
898,인천광역시 계양구 서운동,2824510400,부평,인천광역시,지방
899,인천광역시 계양구 선주지동,2824511600,부평,인천광역시,지방
900,인천광역시 계양구 오류동,2824511800,부평,인천광역시,지방
901,인천광역시 계양구 용종동,2824510600,부평,인천광역시,지방
902,인천광역시 계양구 이화동,2824511700,부평,인천광역시,지방
903,인천광역시 계양구 임학동,2824510500,부평,인천광역시,지방
904,인천광역시 계양구 작전동,2824510300,부평,인천광역시,지방
905,인천광역시 계양구 장기동,2824512300,부평,인천광역시,지방
906,인천광역시 계양구 평동,2824511400,부평,인천광역시,지방
907,인천광역시 계양구 하야동,2824511300,부평,인천광역시,지방
908,인천광역시 계양구 효성동,2824510100,부평,인천광역시,지방
909,인천광역시 남동구 간석동,2820010200,남동,인천광역시,지방
910,인천광역시 남동구 고잔동,2820011100,수산,인천광역시,지방
911,인천광역시 남동구 구월동,2820010100,남동,인천광역시,지방
912,인천광역시 남동구 남촌동,2820010700,수산,인천광역시,지방
913,인천광역시 남동구 논현동,2820011000,수산,인천광역시,지방
914,인천광역시 남동구 도림동,2820010900,수산,인천광역시,지방
915,인천광역시 남동구 만수동,2820010300,남동,인천광역시,지방
916,인천광역시 남동구 서창동,2820010500,남동,인천광역시,지방
917,인천광역시 남동구 수산동,2820010800,수산,인천광역시,지방
918,인천광역시 남동구 운연동,2820010600,남동,인천광역시,지방
919,인천광역시 남동구 장수동,2820010400,노온,경기도 광명시,지방
920,인천광역시 동구 금곡동,2814010600,남동,인천광역시,지방
921,인천광역시 동구 만석동,2814010100,남동,인천광역시,지방
922,인천광역시 동구 송림동,2814010700,남동,인천광역시,지방
923,인천광역시 동구 송현동,2814010300,남동,인천광역시,지방
924,인천광역시 동구 창영동,2814010500,남동,인천광역시,지방
925,인천광역시 동구 화수동,2814010200,남동,인천광역시,지방
926,인천광역시 동구 화평동,2814010400,남동,인천광역시,지방
927,인천광역시 미추홀구 관교동,2817710600,남동,인천광역시,지방
928,인천광역시 미추홀구 도화동,2817710400,남동,인천광역시,지방
929,인천광역시 미추홀구 문학동,2817710700,수산,인천광역시,지방
930,인천광역시 미추홀구 숭의동,2817710100,남동,인천광역시,지방
931,인천광역시 미추홀구 용현동,2817710200,수산,인천광역시,지방
932,인천광역시 미추홀구 주안동,2817710500,수산,인천광역시,지방
933,인천광역시 미추홀구 학익동,2817710300,수산,인천광역시,지방
934,인천광역시 부평구 갈산동,2823710600,부평,인천광역시,지방
935,인천광역시 부평구 구산동,2823710900,남동,인천광역시,지방
936,인천광역시 부평구 부개동,2823710700,남동,인천광역시,지방
937,인천광역시 부평구 부평동,2823710100,부평,인천광역시,지방
938,인천광역시 부평구 산곡동,2823710300,부평,인천광역시,지방
939,인천광역시 부평구 삼산동,2823710500,부평,인천광역시,지방
940,인천광역시 부평구 십정동,2823710200,부평,인천광역시,지방
941,인천광역시 부평구 일신동,2823710800,남동,인천광역시,지방
942,인천광역시 부평구 청천동,2823710400,부평,인천광역시,지방
943,인천광역시 서구 가정동,2826010800,공촌,인천광역시,지방
944,인천광역시 서구 가좌동,2826011200,공촌,인천광역시,지방
945,인천광역시 서구 검암동,2826010300,공촌,인천광역시,지방
946,인천광역시 서구 경서동,2826010400,공촌,인천광역시,지방
947,인천광역시 서구 공촌동,2826010500,공촌,인천광역시,지방
948,인천광역시 서구 금곡동,2826011800,공촌,인천광역시,지방
949,인천광역시 서구 당하동,2826011400,공촌,인천광역시,지방
950,인천광역시 서구 대곡동,2826011700,공촌,인천광역시,지방
951,인천광역시 서구 마전동,2826011300,공촌,인천광역시,지방
952,인천광역시 서구 백석동,2826010100,공촌,인천광역시,지방
953,인천광역시 서구 불로동,2826012100,공촌,인천광역시,지방
954,인천광역시 서구 석남동,2826011000,공촌,인천광역시,지방
955,인천광역시 서구 시천동,2826010200,공촌,인천광역시,지방
956,인천광역시 서구 신현동,2826010900,공촌,인천광역시,지방
957,인천광역시 서구 심곡동,2826010700,공촌,인천광역시,지방
958,인천광역시 서구 연희동,2826010600,공촌,인천광역시,지방
959,인천광역시 서구 오류동,2826011900,공촌,인천광역시,지방
960,인천광역시 서구 왕길동,2826012000,공촌,인천광역시,지방
961,인천광역시 서구 원당동,2826011500,공촌,인천광역시,지방
962,인천광역시 서구 원창동,2826011100,공촌,인천광역시,지방
963,인천광역시 서구 청라동,2826012200,공촌,인천광역시,지방
964,인천광역시 연수구 동춘동,2818510500,수산,인천광역시,지방
965,인천광역시 연수구 선학동,2818510200,수산,인천광역시,지방
966,인천광역시 연수구 송도동,2818510600,수산,인천광역시,지방
967,인천광역시 연수구 연수동,2818510300,수산,인천광역시,지방
968,인천광역시 연수구 옥련동,2818510100,수산,인천광역시,지방
969,인천광역시 연수구 청학동,2818510400,수산,인천광역시,지방
972,인천광역시 옹진군 백령면,2872033000,백령,인천광역시,지방
977,인천광역시 중구 경동,2811013400,남동,인천광역시,지방
978,인천광역시 중구 관동1가,2811010900,수산,인천광역시,지방
979,인천광역시 중구 관동2가,2811011000,수산,인천광역시,지방
980,인천광역시 중구 관동3가,2811011100,수산,인천광역시,지방
981,인천광역시 중구 남북동,2811015000,공촌,인천광역시,지방
982,인천광역시 중구 내동,2811013300,남동,인천광역시,지방
983,인천광역시 중구 답동,2811012500,수산,인천광역시,지방
984,인천광역시 중구 덕교동,2811015100,공촌,인천광역시,지방
985,인천광역시 중구 도원동,2811013200,남동,인천광역시,지방
986,인천광역시 중구 무의동,2811015200,공촌,인천광역시,지방
987,인천광역시 중구 북성동1가,2811013800,남동,인천광역시,지방
988,인천광역시 중구 북성동2가,2811013900,남동,인천광역시,지방
989,인천광역시 중구 북성동3가,2811014000,남동,인천광역시,지방
990,인천광역시 중구 사동,2811012200,수산,인천광역시,지방
991,인천광역시 중구 선린동,2811014100,남동,인천광역시,지방
992,인천광역시 중구 선화동,2811012900,수산,인천광역시,지방
993,인천광역시 중구 송월동1가,2811014200,남동,인천광역시,지방
994,인천광역시 중구 송월동2가,2811014300,남동,인천광역시,지방
995,인천광역시 중구 송월동3가,2811014400,남동,인천광역시,지방
996,인천광역시 중구 송학동1가,2811011900,수산,인천광역시,지방
997,인천광역시 중구 송학동2가,2811012000,수산,인천광역시,지방
998,인천광역시 중구 송학동3가,2811012100,수산,인천광역시,지방
999,인천광역시 중구 신생동,2811012300,수산,인천광역시,지방
1000,인천광역시 중구 신포동,2811012400,수산,인천광역시,지방
1001,인천광역시 중구 신흥동1가,2811012600,수산,인천광역시,지방
1002,인천광역시 중구 신흥동2가,2811012700,수산,인천광역시,지방
1003,인천광역시 중구 신흥동3가,2811012800,수산,인천광역시,지방
1004,인천광역시 중구 용동,2811013500,남동,인천광역시,지방
1005,인천광역시 중구 운남동,2811014600,공촌,인천광역시,지방
1006,인천광역시 중구 운북동,2811014800,공촌,인천광역시,지방
1007,인천광역시 중구 운서동,2811014700,공촌,인천광역시,지방
1008,인천광역시 중구 유동,2811013000,남동,인천광역시,지방
1009,인천광역시 중구 율목동,2811013100,남동,인천광역시,지방
1010,인천광역시 중구 을왕동,2811014900,공촌,인천광역시,지방
1011,인천광역시 중구 인현동,2811013600,남동,인천광역시,지방
1012,인천광역시 중구 전동,2811013700,남동,인천광역시,지방
1013,인천광역시 중구 중산동,2811014500,공촌,인천광역시,지방
1014,인천광역시 중구 중앙동1가,2811010100,수산,인천광역시,지방
1015,인천광역시 중구 중앙동2가,2811010200,수산,인천광역시,지방
1016,인천광역시 중구 중앙동3가,2811010300,수산,인천광역시,지방
1017,인천광역시 중구 중앙동4가,2811010400,수산,인천광역시,지방
1018,인천광역시 중구 항동1가,2811011200,수산,인천광역시,지방
1019,인천광역시 중구 항동2가,2811011300,수산,인천광역시,지방
1020,인천광역시 중구 항동3가,2811011400,수산,인천광역시,지방
1021,인천광역시 중구 항동4가,2811011500,수산,인천광역시,지방
1022,인천광역시 중구 항동5가,2811011600,수산,인천광역시,지방
1023,인천광역시 중구 항동6가,2811011700,수산,인천광역시,지방
1024,인천광역시 중구 항동7가,2811011800,수산,인천광역시,지방
1025,인천광역시 중구 해안동1가,2811010500,수산,인천광역시,지방
1026,인천광역시 중구 해안동2가,2811010600,수산,인천광역시,지방
1027,인천광역시 중구 해안동3가,2811010700,수산,인천광역시,지방
1028,인천광역시 중구 해안동4가,2811010800,수산,인천광역시,지방
1029,광주광역시 광산구 고룡동,2920013100,덕남,광주광역시 남구,지방
1030,광주광역시 광산구 광산동,2920013500,덕남,광주광역시 남구,지방
1031,광주광역시 광산구 남산동,2920016700,덕남,광주광역시 남구,지방
1032,광주광역시 광산구 내산동,2920016200,덕남,광주광역시 남구,지방
1033,광주광역시 광산구 대산동,2920016300,덕남,광주광역시 남구,지방
1034,광주광역시 광산구 덕림동,2920017600,덕남,광주광역시 남구,지방
1035,광주광역시 광산구 도덕동,2920015600,덕남,광주광역시 남구,지방
1036,광주광역시 광산구 도산동,2920010200,덕남,광주광역시 남구,지방
1037,광주광역시 광산구 도천동,2920011300,덕남,광주광역시 남구,지방
1038,광주광역시 광산구 도호동,2920010300,덕남,광주광역시 남구,지방
1039,광주광역시 광산구 동림동,2920017800,덕남,광주광역시 남구,지방
1040,광주광역시 광산구 동산동,2920015400,덕남,광주광역시 남구,지방
1041,광주광역시 광산구 동호동,2920017500,덕남,광주광역시 남구,지방
1042,광주광역시 광산구 두정동,2920013300,덕남,광주광역시 남구,지방
1043,광주광역시 광산구 등임동,2920012900,덕남,광주광역시 남구,지방
1044,광주광역시 광산구 명도동,2920017400,덕남,광주광역시 남구,지방
1045,광주광역시 광산구 명화동,2920015300,덕남,광주광역시 남구,지방
1046,광주광역시 광산구 박호동,2920011100,덕남,광주광역시 남구,지방
1047,광주광역시 광산구 복룡동,2920014300,덕남,광주광역시 남구,지방
1048,광주광역시 광산구 본덕동,2920014000,덕남,광주광역시 남구,지방
1049,광주광역시 광산구 북산동,2920017300,덕남,광주광역시 남구,지방
1050,광주광역시 광산구 비아동,2920011200,덕남,광주광역시 남구,지방
1051,광주광역시 광산구 사호동,2920013700,덕남,광주광역시 남구,지방
1052,광주광역시 광산구 산막동,2920013000,덕남,광주광역시 남구,지방
1053,광주광역시 광산구 산수동,2920016900,덕남,광주광역시 남구,지방
1054,광주광역시 광산구 산월동,2920011700,덕남,광주광역시 남구,지방
1055,광주광역시 광산구 산정동,2920012700,덕남,광주광역시 남구,지방
1056,광주광역시 광산구 삼거동,2920016000,덕남,광주광역시 남구,지방
1057,광주광역시 광산구 삼도동,2920016600,덕남,광주광역시 남구,지방
1058,광주광역시 광산구 서봉동,2920010500,덕남,광주광역시 남구,지방
1059,광주광역시 광산구 선동,2920017000,덕남,광주광역시 남구,지방
1060,광주광역시 광산구 선암동,2920010700,덕남,광주광역시 남구,지방
1061,광주광역시 광산구 소촌동,2920010800,덕남,광주광역시 남구,지방
1062,광주광역시 광산구 송대동,2920014400,덕남,광주광역시 남구,지방
1063,광주광역시 광산구 송산동,2920015700,덕남,광주광역시 남구,지방
1064,광주광역시 광산구 송정동,2920010100,덕남,광주광역시 남구,지방
1065,광주광역시 광산구 송촌동,2920014800,덕남,광주광역시 남구,지방
1066,광주광역시 광산구 송치동,2920016800,덕남,광주광역시 남구,지방
1067,광주광역시 광산구 송학동,2920016400,덕남,광주광역시 남구,지방
1068,광주광역시 광산구 수완동,2920011400,덕남,광주광역시 남구,지방
1069,광주광역시 광산구 신가동,2920011900,덕남,광주광역시 남구,지방
1070,광주광역시 광산구 신동,2920016500,덕남,광주광역시 남구,지방
1071,광주광역시 광산구 신룡동,2920013200,덕남,광주광역시 남구,지방
1072,광주광역시 광산구 신창동,2920011800,덕남,광주광역시 남구,지방
1073,광주광역시 광산구 신촌동,2920010400,덕남,광주광역시 남구,지방
1074,광주광역시 광산구 쌍암동,2920011600,덕남,광주광역시 남구,지방
1075,광주광역시 광산구 안청동,2920012100,덕남,광주광역시 남구,지방
1076,광주광역시 광산구 양동,2920016100,덕남,광주광역시 남구,지방
1077,광주광역시 광산구 양산동,2920017700,덕남,광주광역시 남구,지방
1078,광주광역시 광산구 연산동,2920015500,덕남,광주광역시 남구,지방
1079,광주광역시 광산구 오산동,2920013600,덕남,광주광역시 남구,지방
1080,광주광역시 광산구 오선동,2920020200,덕남,광주광역시 남구,지방
1081,광주광역시 광산구 오운동,2920015900,덕남,광주광역시 남구,지방
1082,광주광역시 광산구 옥동,2920014500,덕남,광주광역시 남구,지방
1083,광주광역시 광산구 왕동,2920017200,덕남,광주광역시 남구,지방
1084,광주광역시 광산구 요기동,2920014200,덕남,광주광역시 남구,지방
1085,광주광역시 광산구 용곡동,2920015100,덕남,광주광역시 남구,지방
1086,광주광역시 광산구 용동,2920015000,덕남,광주광역시 남구,지방
1087,광주광역시 광산구 용봉동,2920014100,덕남,광주광역시 남구,지방
1088,광주광역시 광산구 우산동,2920010900,덕남,광주광역시 남구,지방
1089,광주광역시 광산구 운남동,2920012000,덕남,광주광역시 남구,지방
1090,광주광역시 광산구 운수동,2920010600,덕남,광주광역시 남구,지방
1091,광주광역시 광산구 월계동,2920011500,덕남,광주광역시 남구,지방
1092,광주광역시 광산구 월곡동,2920012800,덕남,광주광역시 남구,지방
1093,광주광역시 광산구 월전동,2920014600,덕남,광주광역시 남구,지방
1094,광주광역시 광산구 유계동,2920013900,덕남,광주광역시 남구,지방
1095,광주광역시 광산구 임곡동,2920013400,덕남,광주광역시 남구,지방
