pfcn_plnt_nm,sido_nm,ctpr_cd,adstrd_nm,adstrd_cd,legaldong_cd,legaldong_nm
덕산정수장,부산광역시,부산광역시,하단2동,2638056200,26380103,하단동
덕산정수장,부산광역시,부산광역시,학장동,2653067000,26530107,학장동
덕소정수장,경기도,남양주시,별내동,4136057000,41360111,별내동
덕소정수장,경기도,남양주시,별내면,4136031000,41360310,별내면
덕소정수장,경기도,남양주시,오남읍,4136026200,41360262,오남읍
덕소정수장,경기도,남양주시,진건읍,4136025900,41360259,진건읍
덕소정수장,경기도,남양주시,진접읍,4136025300,41360253,진접읍
덕소정수장,경기도,양주시,광적면,4163033000,41630330,광적면
덕소정수장,경기도,양주시,남면,4163032000,41630320,남면
덕소정수장,경기도,양주시,백석읍,4163025000,41630250,백석읍
덕소정수장,경기도,양주시,양주1동,4163051000,41630101,유양동
덕소정수장,경기도,양주시,양주2동,4163052000,41630106,광사동
덕소정수장,경기도,양주시,은현면,4163031000,41630310,은현면
덕소정수장,경기도,양주시,장흥면,4163034000,41630340,장흥면
덕소정수장,경기도,양주시,회천1동,4163053000,41630110,덕정동
덕소정수장,경기도,양주시,회천2동,4163054000,41630116,덕계동
덕소정수장,경기도,양주시,회천3동,4163055000,41630110,덕정동
덕소정수장,경기도,양주시,회천4동,4163056000,41630112,회암동
덕소정수장,경기도,의정부시,송산2동,4115057600,41150106,민락동
덕소정수장,경기도,의정부시,신곡2동,4115056800,41150104,신곡동
덕소정수장,경기도,의정부시,의정부1동,4115051000,41150101,의정부동
덕소정수장,경기도,의정부시,의정부2동,4115052000,41150101,의정부동
덕소정수장,경기도,의정부시,자금동,4115058000,41150108,자일동
덕소정수장,경기도,포천시,가산면,4165033000,41650330,가산면
덕소정수장,경기도,포천시,군내면,4165031000,41650310,군내면
덕소정수장,경기도,포천시,내촌면,4165032000,41650320,내촌면
덕소정수장,경기도,포천시,선단동,4165052000,41650103,자작동
덕소정수장,경기도,포천시,소흘읍,4165025000,41650250,소흘읍
덕소정수장,경기도,포천시,신북면,4165034000,41650340,신북면
덕소정수장,경기도,포천시,영북면,4165039000,41650390,영북면
덕소정수장,경기도,포천시,영중면,4165036000,41650360,영중면
덕소정수장,경기도,포천시,일동면,4165037000,41650370,일동면
덕소정수장,경기도,포천시,창수면,4165035000,41650350,창수면
덕소정수장,경기도,포천시,포천동,4165051000,41650101,신읍동
덕소정수장,경기도,포천시,화현면,4165041000,41650410,화현면
덕송정수장,강원도,정선군,정선읍,4277025000,42770250,정선읍
덕정정수장,전라남도,강진군,대구면,4681033000,46810330,대구면
덕정정수장,전라남도,강진군,도암면,4681034000,46810340,도암면
덕정정수장,전라남도,강진군,마량면,4681040000,46810400,마량면
덕정정수장,전라남도,강진군,성전면,4681036000,46810360,성전면
덕정정수장,전라남도,강진군,신전면,4681035000,46810350,신전면
덕정정수장,전라남도,강진군,옴천면,4681039000,46810390,옴천면
덕정정수장,전라남도,강진군,작천면,4681037000,46810370,작천면
덕정정수장,전라남도,강진군,칠량면,4681032000,46810320,칠량면
덕정정수장,전라남도,나주시,반남면,4617033000,46170330,반남면
덕정정수장,전라남도,목포시,부주동,4611081000,46110164,옥암동
덕정정수장,전라남도,목포시,부흥동,4611080000,46110164,옥암동
덕정정수장,전라남도,목포시,삼향동,4611078000,46110160,석현동
덕정정수장,전라남도,목포시,상동,4611075600,46110158,상동
덕정정수장,전라남도,목포시,신흥동,4611075800,46110158,상동
덕정정수장,전라남도,목포시,연산동,4611055400,46110102,산정동
덕정정수장,전라남도,목포시,옥암동,4611079000,46110164,옥암동
덕정정수장,전라남도,목포시,용해동,4611074500,46110159,용해동
덕정정수장,전라남도,목포시,하당동,4611075700,46110158,상동
덕정정수장,전라남도,무안군,망운면,4684035000,46840350,망운면
덕정정수장,전라남도,무안군,몽탄면,4684032000,46840320,몽탄면
덕정정수장,전라남도,무안군,무안읍,4684025000,46840250,무안읍
덕정정수장,전라남도,무안군,삼향읍,4684025600,46840256,삼향읍
덕정정수장,전라남도,무안군,운남면,4684037000,46840370,운남면
덕정정수장,전라남도,무안군,일로읍,4684025300,46840253,일로읍
덕정정수장,전라남도,무안군,청계면,4684033000,46840330,청계면
덕정정수장,전라남도,무안군,해제면,4684036000,46840360,해제면
덕정정수장,전라남도,무안군,현경면,4684034000,46840340,현경면
덕정정수장,전라남도,신안군,압해읍,4691025300,46910253,압해읍
덕정정수장,전라남도,신안군,증도면,4691031000,46910310,증도면
덕정정수장,전라남도,신안군,지도읍,4691025000,46910250,지도읍
덕정정수장,전라남도,완도군,군외면,4689031000,46890310,군외면
덕정정수장,전라남도,완도군,완도읍,4689025000,46890250,완도읍
덕정정수장,전라남도,장흥군,관산읍,4680025300,46800253,관산읍
덕정정수장,전라남도,장흥군,대덕읍,4680025600,46800256,대덕읍
덕정정수장,전라남도,장흥군,부산면,4680036000,46800360,부산면
덕정정수장,전라남도,장흥군,안양면,4680032000,46800320,안양면
덕정정수장,전라남도,장흥군,용산면,4680031000,46800310,용산면
덕정정수장,전라남도,장흥군,유치면,4680035000,46800350,유치면
덕정정수장,전라남도,장흥군,장동면,4680033000,46800330,장동면
덕정정수장,전라남도,장흥군,장평면,4680034000,46800340,장평면
덕정정수장,전라남도,장흥군,장흥읍,4680025000,46800250,장흥읍
덕정정수장,전라남도,장흥군,회진면,4680037000,46800370,회진면
덕정정수장,전라남도,진도군,고군면,4690032000,46900320,고군면
덕정정수장,전라남도,진도군,군내면,4690031000,46900310,군내면
덕정정수장,전라남도,진도군,지산면,4690035000,46900350,지산면
덕정정수장,전라남도,해남군,마산면,4682039000,46820390,마산면
덕정정수장,전라남도,해남군,문내면,4682042000,46820420,문내면
덕정정수장,전라남도,해남군,북일면,4682036000,46820360,북일면
덕정정수장,전라남도,해남군,북평면,4682035000,46820350,북평면
덕정정수장,전라남도,해남군,산이면,4682041000,46820410,산이면
덕정정수장,전라남도,해남군,현산면,4682033000,46820330,현산면
덕정정수장,전라남도,해남군,화원면,4682043000,46820430,화원면
덕정정수장,전라남도,해남군,황산면,4682040000,46820400,황산면
도관정수장,강원도,홍천군,내촌면,4272033000,42720330,내촌면
도남정수장,경상북도,상주시,계림동,4725054000,47250105,냉림동
도남정수장,경상북도,상주시,공성면,4725035000,47250350,공성면
도남정수장,경상북도,상주시,낙동면,4725033000,47250330,낙동면
도남정수장,경상북도,상주시,남원동,4725052000,47250107,남성동
도남정수장,경상북도,상주시,동문동,4725055000,47250103,인봉동
도남정수장,경상북도,상주시,동성동,4725056000,47250101,성하동
도남정수장,경상북도,상주시,신흥동,4725057000,47250112,신봉동
도남정수장,경상북도,상주시,외남면,4725036000,47250360,외남면
도남정수장,경상북도,상주시,중동면,4725031000,47250310,중동면
도남정수장,경상북도,상주시,청리면,4725034000,47250340,청리면
도동정수장,경상북도,울릉군,울릉읍,4794025000,47940250,울릉읍
도련정수장,제주특별자치도,제주시,봉개동,5011062000,50110116,봉개동
도련정수장,제주특별자치도,제주시,삼양동,5011061000,50110113,삼양일동
도련정수장,제주특별자치도,제주시,이도1동,5011053000,50110103,이도일동
도련정수장,제주특별자치도,제주시,이도2동,5011054000,50110104,이도이동
도련정수장,제주특별자치도,제주시,일도1동,5011051000,50110101,일도일동
도련정수장,제주특별자치도,제주시,화북동,5011060000,50110111,화북일동
동로정수장,경상북도,문경시,동로면,4728035000,47280350,동로면
동막정수장,강원도,삼척시,근덕면,4223031000,42230310,근덕면
동면정수장,강원도,양구군,동면,4280032000,42800320,동면
동복정수장,전라남도,화순군,동복면,4679040000,46790400,동복면
동부정수장,경상북도,군위군,군위읍,4772025000,47720250,군위읍
동송정수장,강원도,철원군,동송읍,4278025900,42780259,동송읍
동송정수장,강원도,철원군,철원읍,4278025000,42780250,철원읍
동화정수장,전라남도,곡성군,겸면,4672039000,46720390,겸면
동화정수장,전라남도,곡성군,삼기면,4672032000,46720320,삼기면
동화정수장,전라남도,곡성군,오산면,4672040000,46720400,오산면
동화정수장,전라남도,곡성군,옥과면,4672037000,46720370,옥과면
동화정수장,전라남도,곡성군,입면,4672038000,46720380,입면
동화정수장,전라북도,남원시,금지면,4519035000,45190350,금지면
동화정수장,전라북도,남원시,대강면,4519036000,45190360,대강면
동화정수장,전라북도,남원시,대산면,4519037000,45190370,대산면
동화정수장,전라북도,남원시,덕과면,4519039000,45190390,덕과면
동화정수장,전라북도,남원시,보절면,4519040000,45190400,보절면
동화정수장,전라북도,남원시,사매면,4519038000,45190380,사매면
동화정수장,전라북도,남원시,산동면,4519041000,45190410,산동면
동화정수장,전라북도,남원시,송동면,4519033000,45190330,송동면
동화정수장,전라북도,남원시,수지면,4519032000,45190320,수지면
동화정수장,전라북도,남원시,아영면,4519045000,45190450,아영면
동화정수장,전라북도,남원시,운봉읍,4519025000,45190250,운봉읍
동화정수장,전라북도,남원시,이백면,4519042000,45190420,이백면
동화정수장,전라북도,남원시,인월면,4519047000,45190470,인월면
동화정수장,전라북도,남원시,주생면,4519034000,45190340,주생면
동화정수장,전라북도,남원시,주천면,4519031000,45190310,주천면
동화정수장,전라북도,순창군,구림면,4577040000,45770400,구림면
동화정수장,전라북도,순창군,금과면,4577034000,45770340,금과면
동화정수장,전라북도,순창군,유등면,4577039000,45770390,유등면
동화정수장,전라북도,순창군,팔덕면,4577035000,45770350,팔덕면
동화정수장,전라북도,순창군,풍산면,4577033000,45770330,풍산면
동화정수장,전라북도,임실군,삼계면,4575037000,45750370,삼계면
동화정수장,전라북도,임실군,성수면,4575034000,45750340,성수면
동화정수장,전라북도,임실군,오수면,4575035500,45750355,오수면
동화정수장,전라북도,임실군,지사면,4575041000,45750410,지사면
동화정수장,전라북도,장수군,계남면,4574035000,45740350,계남면
동화정수장,전라북도,장수군,계북면,4574036000,45740360,계북면
동화정수장,전라북도,장수군,번암면,4574032000,45740320,번암면
동화정수장,전라북도,장수군,산서면,4574031000,45740310,산서면
동화정수장,전라북도,장수군,장계면,4574033500,45740335,장계면
동화정수장,전라북도,장수군,장수읍,4574025000,45740250,장수읍
동화정수장,전라북도,장수군,천천면,4574034000,45740340,천천면
두곡정수장,경상남도,하동군,하동읍,4885025000,48850250,하동읍
둔덕정수장,전라남도,여수시,광림동,4613062500,46130112,광무동
둔덕정수장,전라남도,여수시,국동,4613067000,46130117,국동
둔덕정수장,전라남도,여수시,대교동,4613065500,46130115,봉산동
둔덕정수장,전라남도,여수시,돌산읍,4613025000,46130250,돌산읍
둔덕정수장,전라남도,여수시,동문동,4613051500,46130101,종화동
둔덕정수장,전라남도,여수시,둔덕동,4613074000,46130123,둔덕동
둔덕정수장,전라남도,여수시,만덕동,4613076500,46130124,오천동
둔덕정수장,전라남도,여수시,문수동,4613071000,46130120,문수동
둔덕정수장,전라남도,여수시,미평동,4613073000,46130122,미평동
둔덕정수장,전라남도,여수시,서강동,4613063500,46130113,서교동
둔덕정수장,전라남도,여수시,여서동,4613070000,46130119,여서동
둔덕정수장,전라남도,여수시,월호동,4613068500,46130118,신월동
둔덕정수장,전라남도,여수시,중앙동,4613057000,46130105,고소동
둔덕정수장,전라남도,여수시,충무동,4613060000,46130109,군자동
둔덕정수장,전라남도,여수시,한려동,4613053500,46130102,수정동
득량정수장,전라남도,보성군,득량면,4678038000,46780380,득량면
뚝도정수장,서울특별시,서울특별시,가회동,1111060000,11110146,가회동
뚝도정수장,서울특별시,서울특별시,공덕동,1144056500,11440101,아현동
뚝도정수장,서울특별시,서울특별시,광희동,1114059000,11140132,충무로4가
뚝도정수장,서울특별시,서울특별시,교남동,1111058000,11110176,교남동
뚝도정수장,서울특별시,서울특별시,금호1가동,1120059000,11200109,금호동1가
뚝도정수장,서울특별시,서울특별시,금호2·3가동,1120061500,11200110,금호동2가
뚝도정수장,서울특별시,서울특별시,금호4가동,1120062000,11200112,금호동4가
뚝도정수장,서울특별시,서울특별시,다산동,1114062500,11140162,신당동
뚝도정수장,서울특별시,서울특별시,대흥동,1144060000,11440108,대흥동
뚝도정수장,서울특별시,서울특별시,도화동,1144058500,11440104,도화동
뚝도정수장,서울특별시,서울특별시,동화동,1114066500,11140162,신당동
뚝도정수장,서울특별시,서울특별시,마장동,1120054000,11200105,마장동
뚝도정수장,서울특별시,서울특별시,망원1동,1144069000,11440123,망원동
뚝도정수장,서울특별시,서울특별시,망원2동,1144070000,11440123,망원동
뚝도정수장,서울특별시,서울특별시,명동,1114055000,11140101,무교동
뚝도정수장,서울특별시,서울특별시,무악동,1111057000,11110187,무악동
뚝도정수장,서울특별시,서울특별시,보광동,1117070000,11170136,보광동
뚝도정수장,서울특별시,서울특별시,북아현동,1141055500,11410110,북아현동
뚝도정수장,서울특별시,서울특별시,사근동,1120055000,11200106,사근동
뚝도정수장,서울특별시,서울특별시,사직동,1111053000,11110106,통의동
뚝도정수장,서울특별시,서울특별시,삼청동,1111054000,11110139,팔판동
뚝도정수장,서울특별시,서울특별시,서강동,1144065500,11440114,창전동
뚝도정수장,서울특별시,서울특별시,서교동,1144066000,11440110,노고산동
뚝도정수장,서울특별시,서울특별시,서빙고동,1117069000,11170132,동빙고동
뚝도정수장,서울특별시,서울특별시,성산1동,1144072000,11440125,성산동
뚝도정수장,서울특별시,서울특별시,소공동,1114052000,11140111,소공동
뚝도정수장,서울특별시,서울특별시,숭인1동,1111070000,11110175,숭인동
뚝도정수장,서울특별시,서울특별시,숭인2동,1111071000,11110175,숭인동
뚝도정수장,서울특별시,서울특별시,신당5동,1114065000,11140162,신당동
뚝도정수장,서울특별시,서울특별시,신당동,1114061500,11140162,신당동
뚝도정수장,서울특별시,서울특별시,신수동,1144063000,11440108,대흥동
뚝도정수장,서울특별시,서울특별시,신촌동,1141058500,11410112,대현동
뚝도정수장,서울특별시,서울특별시,아현동,1144055500,11440101,아현동
뚝도정수장,서울특별시,서울특별시,약수동,1114063500,11140162,신당동
뚝도정수장,서울특별시,서울특별시,연남동,1144071000,11440124,연남동
뚝도정수장,서울특별시,서울특별시,염리동,1144061000,11440102,공덕동
뚝도정수장,서울특별시,서울특별시,옥수동,1120064500,11200113,옥수동
뚝도정수장,서울특별시,서울특별시,왕십리2동,1120052000,11200102,하왕십리동
뚝도정수장,서울특별시,서울특별시,왕십리도선동,1120053500,11200101,상왕십리동
뚝도정수장,서울특별시,서울특별시,용강동,1144059000,11440104,도화동
뚝도정수장,서울특별시,서울특별시,용산2가동,1117052000,11170102,용산동2가
뚝도정수장,서울특별시,서울특별시,을지로동,1114060500,11140150,을지로4가
뚝도정수장,서울특별시,서울특별시,응봉동,1120058000,11200108,응봉동
뚝도정수장,서울특별시,서울특별시,이태원1동,1117065000,11170130,이태원동
뚝도정수장,서울특별시,서울특별시,이태원2동,1117066000,11170130,이태원동
뚝도정수장,서울특별시,서울특별시,이화동,1111064000,11110165,이화동
뚝도정수장,서울특별시,서울특별시,장충동,1114058000,11140136,묵정동
뚝도정수장,서울특별시,서울특별시,종로1·2·3·4가동,1111061500,11110119,세종로
뚝도정수장,서울특별시,서울특별시,종로5·6가동,1111063000,11110160,연지동
뚝도정수장,서울특별시,서울특별시,중림동,1114068000,11140171,중림동
뚝도정수장,서울특별시,서울특별시,창신1동,1111067000,11110174,창신동
뚝도정수장,서울특별시,서울특별시,창신2동,1111068000,11110174,창신동
뚝도정수장,서울특별시,서울특별시,창신3동,1111069000,11110174,창신동
뚝도정수장,서울특별시,서울특별시,천연동,1141052000,11410105,냉천동
뚝도정수장,서울특별시,서울특별시,청구동,1114064500,11140162,신당동
뚝도정수장,서울특별시,서울특별시,청운효자동,1111051500,11110101,청운동
뚝도정수장,서울특별시,서울특별시,충현동,1141056500,11410101,충정로2가
뚝도정수장,서울특별시,서울특별시,필동,1114057000,11140132,충무로4가
뚝도정수장,서울특별시,서울특별시,한남동,1117068500,11170131,한남동
뚝도정수장,서울특별시,서울특별시,합정동,1144068000,11440122,합정동
뚝도정수장,서울특별시,서울특별시,행당1동,1120056000,11200107,행당동
뚝도정수장,서울특별시,서울특별시,행당2동,1120057000,11200107,행당동
뚝도정수장,서울특별시,서울특별시,혜화동,1111065000,11110130,와룡동
뚝도정수장,서울특별시,서울특별시,황학동,1114067000,11140165,황학동
뚝도정수장,서울특별시,서울특별시,회현동,1114054000,11140112,남창동
뚝도정수장,서울특별시,서울특별시,후암동,1117051000,11170101,후암동
마교정수장,강원도,삼척시,도계읍,4223025000,42230250,도계읍
마동정수장,전라남도,광양시,골약동,4623051500,46230101,황금동
마동정수장,전라남도,광양시,광영동,4623054000,46230108,광영동
마동정수장,전라남도,광양시,금호동,4623055000,46230110,금호동
마동정수장,전라남도,광양시,다압면,4623036000,46230360,다압면
마동정수장,전라남도,광양시,옥곡면,4623033000,46230330,옥곡면
마동정수장,전라남도,광양시,중마동,4623053000,46230106,중동
마동정수장,전라남도,광양시,진상면,4623034000,46230340,진상면
마동정수장,전라남도,광양시,진월면,4623035000,46230350,진월면
마동정수장,전라남도,광양시,태인동,4623057000,46230109,태인동
마산정수장,전라남도,구례군,광의면,4673035000,46730350,광의면
마산정수장,전라남도,구례군,마산면,4673034000,46730340,마산면
마산정수장,전라남도,구례군,용방면,4673036000,46730360,용방면
마평정수장,강원도,삼척시,교동,4223053000,42230106,교동
마평정수장,강원도,삼척시,남양동,4223051000,42230120,남양동
마평정수장,강원도,삼척시,미로면,4223034000,42230340,미로면
마평정수장,강원도,삼척시,성내동,4223057000,42230101,성내동
마평정수장,강원도,삼척시,정라동,4223054000,42230125,정상동
매곡정수장,대구광역시,달성군,구지면,2771038000,27710380,구지면
매곡정수장,대구광역시,달성군,논공읍,2771025300,27710253,논공읍
매곡정수장,대구광역시,달성군,화원읍,2771025000,27710250,화원읍
매곡정수장,대구광역시,대구광역시,감삼동,2729055500,27290113,감삼동
매곡정수장,대구광역시,대구광역시,고성동,2723051000,27230103,고성동1가
매곡정수장,대구광역시,대구광역시,남산1동,2711064000,27110156,남산동
매곡정수장,대구광역시,대구광역시,남산2동,2711065000,27110156,남산동
매곡정수장,대구광역시,대구광역시,남산3동,2711066000,27110156,남산동
매곡정수장,대구광역시,대구광역시,남산4동,2711067000,27110156,남산동
매곡정수장,대구광역시,대구광역시,내당1동,2717051000,27170101,내당동
매곡정수장,대구광역시,대구광역시,내당2·3동,2717052500,27170101,내당동
매곡정수장,대구광역시,대구광역시,내당4동,2717054000,27170101,내당동
매곡정수장,대구광역시,대구광역시,노원동,2723079000,27230107,노원동1가
매곡정수장,대구광역시,대구광역시,대명10동,2720065000,27200103,대명동
매곡정수장,대구광역시,대구광역시,대명11동,2720066000,27200103,대명동
매곡정수장,대구광역시,대구광역시,대명1동,2720056000,27200103,대명동
매곡정수장,대구광역시,대구광역시,대명2동,2720057100,27200103,대명동
매곡정수장,대구광역시,대구광역시,대명3동,2720058600,27200103,대명동
매곡정수장,대구광역시,대구광역시,대명4동,2720059000,27200103,대명동
매곡정수장,대구광역시,대구광역시,대명5동,2720060000,27200103,대명동
매곡정수장,대구광역시,대구광역시,대명6동,2720061000,27200103,대명동
매곡정수장,대구광역시,대구광역시,대명9동,2720064000,27200103,대명동
매곡정수장,대구광역시,대구광역시,대봉1동,2711068000,27110157,대봉동
매곡정수장,대구광역시,대구광역시,대봉2동,2711069000,27110157,대봉동
매곡정수장,대구광역시,대구광역시,대신동,2711059500,27110135,시장북로
매곡정수장,대구광역시,대구광역시,도원동,2729062800,27290116,도원동
매곡정수장,대구광역시,대구광역시,동인동,2711051700,27110101,동인동1가
매곡정수장,대구광역시,대구광역시,"두류1,2동",2729053500,27290102,두류동
매곡정수장,대구광역시,대구광역시,두류3동,2729055000,27290102,두류동
매곡정수장,대구광역시,대구광역시,본동,2729065000,27290124,본동
매곡정수장,대구광역시,대구광역시,본리동,2729059000,27290114,본리동
매곡정수장,대구광역시,대구광역시,봉덕1동,2720053000,27200102,봉덕동
매곡정수장,대구광역시,대구광역시,봉덕2동,2720054000,27200102,봉덕동
매곡정수장,대구광역시,대구광역시,봉덕3동,2720055000,27200102,봉덕동
매곡정수장,대구광역시,대구광역시,비산1동,2717055000,27170102,비산동
매곡정수장,대구광역시,대구광역시,비산2·3동,2717056500,27170102,비산동
매곡정수장,대구광역시,대구광역시,비산4동,2717058000,27170102,비산동
매곡정수장,대구광역시,대구광역시,비산5동,2717059000,27170102,비산동
매곡정수장,대구광역시,대구광역시,비산6동,2717060000,27170102,비산동
매곡정수장,대구광역시,대구광역시,비산7동,2717061000,27170102,비산동
매곡정수장,대구광역시,대구광역시,삼덕동,2711054500,27110105,삼덕동1가
매곡정수장,대구광역시,대구광역시,상인1동,2729062400,27290115,상인동
매곡정수장,대구광역시,대구광역시,상인2동,2729062500,27290115,상인동
매곡정수장,대구광역시,대구광역시,상인3동,2729062600,27290115,상인동
매곡정수장,대구광역시,대구광역시,상중이동,2717067500,27170104,상리동
매곡정수장,대구광역시,대구광역시,성내1동,2711056500,27110108,봉산동
매곡정수장,대구광역시,대구광역시,성내2동,2711057500,27110109,장관동
매곡정수장,대구광역시,대구광역시,성내3동,2711058500,27110129,도원동
매곡정수장,대구광역시,대구광역시,성당동,2729051500,27290101,성당동
매곡정수장,대구광역시,대구광역시,송현1동,2729063000,27290122,송현동
매곡정수장,대구광역시,대구광역시,송현2동,2729064000,27290122,송현동
매곡정수장,대구광역시,대구광역시,신당동,2729058500,27290104,파호동
매곡정수장,대구광역시,대구광역시,용산1동,2729057100,27290110,장기동
매곡정수장,대구광역시,대구광역시,용산2동,2729057200,27290110,장기동
매곡정수장,대구광역시,대구광역시,원대동,2717069500,27170107,원대동1가
매곡정수장,대구광역시,대구광역시,월성1동,2729060100,27290119,대천동
매곡정수장,대구광역시,대구광역시,월성2동,2729060200,27290119,대천동
매곡정수장,대구광역시,대구광역시,이곡1동,2729057600,27290106,갈산동
매곡정수장,대구광역시,대구광역시,이곡2동,2729057700,27290106,갈산동
매곡정수장,대구광역시,대구광역시,이천동,2720051500,27200101,이천동
매곡정수장,대구광역시,대구광역시,장기동,2729056800,27290109,장동
매곡정수장,대구광역시,대구광역시,죽전동,2729056300,27290112,죽전동
매곡정수장,대구광역시,대구광역시,진천동,2729061500,27290117,진천동
매곡정수장,대구광역시,대구광역시,칠성동,2723052600,27230101,칠성동1가
매곡정수장,대구광역시,대구광역시,침산1동,2723055000,27230106,침산동
매곡정수장,대구광역시,대구광역시,침산2동,2723056000,27230106,침산동
매곡정수장,대구광역시,대구광역시,침산3동,2723057000,27230106,침산동
매곡정수장,대구광역시,대구광역시,평리1동,2717062000,27170103,평리동
매곡정수장,대구광역시,대구광역시,평리2동,2717063000,27170103,평리동
매곡정수장,대구광역시,대구광역시,평리3동,2717064000,27170103,평리동
매곡정수장,대구광역시,대구광역시,평리4동,2717065000,27170103,평리동
매곡정수장,대구광역시,대구광역시,평리5동,2717066000,27170103,평리동
매곡정수장,대구광역시,대구광역시,평리6동,2717066100,27170103,평리동
명동정수장,경상남도,김해시,장유1동,4825061000,48250123,유하동
명동정수장,경상남도,김해시,장유2동,4825062000,48250128,삼문동
명동정수장,경상남도,김해시,장유3동,4825063000,48250130,관동동
명동정수장,경상남도,김해시,주촌면,4825032000,48250320,주촌면
명동정수장,경상남도,김해시,진례면,4825033000,48250330,진례면
명동정수장,경상남도,김해시,진영읍,4825025000,48250250,진영읍
명동정수장,경상남도,김해시,한림면,4825034000,48250340,한림면
명장정수장,부산광역시,기장군,철마면,2671033000,26710330,철마면
명장정수장,부산광역시,부산광역시,망미2동,2650075000,26500101,망미동
명장정수장,부산광역시,부산광역시,명륜동,2626054500,26260107,명륜동
명장정수장,부산광역시,부산광역시,명장1동,2626076100,26260101,명장동
명장정수장,부산광역시,부산광역시,명장2동,2626076200,26260101,명장동
명장정수장,부산광역시,부산광역시,반송1동,2635061000,26350101,반송동
명장정수장,부산광역시,부산광역시,반송2동,2635062000,26350101,반송동
명장정수장,부산광역시,부산광역시,반여1동,2635057000,26350103,반여동
명장정수장,부산광역시,부산광역시,반여2동,2635058000,26350103,반여동
명장정수장,부산광역시,부산광역시,반여3동,2635059000,26350103,반여동
명장정수장,부산광역시,부산광역시,반여4동,2635059500,26350103,반여동
명장정수장,부산광역시,부산광역시,복산동,2626052000,26260103,칠산동
명장정수장,부산광역시,부산광역시,서1동,2641051000,26410110,서동
명장정수장,부산광역시,부산광역시,서2동,2641052000,26410110,서동
명장정수장,부산광역시,부산광역시,서3동,2641053000,26410110,서동
명장정수장,부산광역시,부산광역시,수민동,2626051000,26260104,낙민동
명장정수장,부산광역시,부산광역시,수영동,2650073000,26500102,수영동
명장정수장,부산광역시,부산광역시,안락1동,2626074000,26260102,안락동
명장정수장,부산광역시,부산광역시,안락2동,2626075000,26260102,안락동
명장정수장,부산광역시,부산광역시,연산9동,2647073000,26470102,연산동
명장정수장,부산광역시,부산광역시,재송1동,2635065000,26350104,재송동
명장정수장,부산광역시,부산광역시,재송2동,2635066000,26350104,재송동
모동정수장,경상북도,상주시,모동면,4725038000,47250380,모동면
모동정수장,경상북도,상주시,모서면,4725039000,47250390,모서면
모동정수장,경상북도,상주시,화동면,4725040000,47250400,화동면
모동정수장,경상북도,상주시,화서면,4725041000,47250410,화서면
몽탄정수장,전라남도,목포시,대성동,4611056500,46110102,산정동
몽탄정수장,전라남도,목포시,동명동,4611064000,46110102,산정동
몽탄정수장,전라남도,목포시,만호동,4611065500,46110102,산정동
몽탄정수장,전라남도,목포시,목원동,4611059500,46110102,산정동
몽탄정수장,전라남도,목포시,북항동,4611070500,46110102,산정동
몽탄정수장,전라남도,목포시,산정동,4611054500,46110101,용당동
몽탄정수장,전라남도,목포시,삼학동,4611064500,46110102,산정동
몽탄정수장,전라남도,목포시,연동,4611053500,46110101,용당동
몽탄정수장,전라남도,목포시,용당1동,4611051000,46110101,용당동
몽탄정수장,전라남도,목포시,용당2동,4611052000,46110101,용당동
몽탄정수장,전라남도,목포시,원산동,4611055800,46110102,산정동
몽탄정수장,전라남도,목포시,유달동,4611066000,46110132,유달동
몽탄정수장,전라남도,목포시,이로동,4611075000,46110159,용해동
몽탄정수장,전라남도,목포시,죽교동,4611069500,46110102,산정동
무양정수장,경상북도,상주시,북문동,4725053000,47250109,무양동
무주정수장,전라북도,무주군,무주읍,4573025000,45730250,무주읍
무주정수장,전라북도,무주군,부남면,4573035000,45730350,부남면
무주정수장,전라북도,무주군,적상면,4573033000,45730330,적상면
무풍정수장,전라북도,무주군,무풍면,4573031000,45730310,무풍면
문경정수장,경상북도,문경시,마성면,4728036000,47280360,마성면
문경정수장,경상북도,문경시,문경읍,4728025000,47280250,문경읍
문산정수장,경기도,파주시,광탄면,4148035000,41480350,광탄면
문산정수장,경기도,파주시,군내면,4148038000,41480380,군내면
문산정수장,경기도,파주시,문산읍,4148025000,41480250,문산읍
문산정수장,경기도,파주시,법원읍,4148025600,41480256,법원읍
문산정수장,경기도,파주시,장단면,4148039000,41480390,장단면
문산정수장,경기도,파주시,적성면,4148037000,41480370,적성면
문산정수장,경기도,파주시,진동면,4148040000,41480400,진동면
문산정수장,경기도,파주시,탄현면,4148032000,41480320,탄현면
문산정수장,경기도,파주시,파주읍,4148025300,41480253,파주읍
문산정수장,경기도,파주시,파평면,4148036000,41480360,파평면
문산정수장,경상북도,칠곡군,동명면,4785032000,47850320,동명면
문산정수장,대구광역시,달성군,다사읍,2771025600,27710256,다사읍
문산정수장,대구광역시,달성군,하빈면,2771033000,27710330,하빈면
문산정수장,대구광역시,대구광역시,관문동,2723071500,27230117,노곡동
문산정수장,대구광역시,대구광역시,관음동,2723075000,27230125,관음동
문산정수장,대구광역시,대구광역시,구암동,2723074500,27230123,구암동
문산정수장,대구광역시,대구광역시,국우동,2723080000,27230119,동호동
문산정수장,대구광역시,대구광역시,동천동,2723078000,27230124,동천동
문산정수장,대구광역시,대구광역시,산격1동,2723061000,27230111,산격동
